Name,Package,Tags,Score,Developers,Version,MD5,Download_URL
南方Plus,com.nfdaily.nfplus,综合新闻,4.8,广东南方报业移动媒体有限公司,11.9.0,DEB959671595CBFDA0483FC999F56221,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DEB959671595CBFDA0483FC999F56221.apk?fsname=com.nfdaily.nfplus_11.9.0.apk
千牛,com.taobao.qianniu,商家工具,2.9,浙江淘宝网络有限公司,9.8.335,2E0EE08613F7AB559772F9AE5E4BCF74,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2E0EE08613F7AB559772F9AE5E4BCF74.apk?fsname=com.taobao.qianniu_9.8.335.apk
买车宝典,com.baojiazhijia.qichebaojia,汽车交易,5.0,武汉木仓科技股份有限公司,3.22.6,BA2C24121A6D31F2368E945347A47AF0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BA2C24121A6D31F2368E945347A47AF0.apk?fsname=com.baojiazhijia.qichebaojia_3.22.6.apk
淘宝特价版,com.taobao.litetao,返利,3.0,杭州拣值了电子商务有限公司,10.39.17,9F15634C84713DF6478DA6B72EF7441C,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9F15634C84713DF6478DA6B72EF7441C.apk?fsname=com.taobao.litetao_10.39.17.apk
联想乐云,com.lenovo.leos.cloud.sync,云服务,3.7,北京神奇工场科技有限公司,6.8.20.99,20E1C832D17FF992E99F3DC26355A0B2,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/20E1C832D17FF992E99F3DC26355A0B2.apk?fsname=com.lenovo.leos.cloud.sync_6.8.20.99.apk
乐播投屏,com.hpplay.happycast,投屏,4.3,深圳乐播科技有限公司,5.10.72,436974F8012A9FEFF80FE932A9A659E0,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/436974F8012A9FEFF80FE932A9A659E0.apk?fsname=com.hpplay.happycast_5.10.72.apk
熊猫起名,com.xiongmaoqiming.quming,其他,5.0,厦门思变网络科技有限公司,6.6.1,BF5D197ACBAC419677C89BE205C9D166,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BF5D197ACBAC419677C89BE205C9D166.apk?fsname=com.xiongmaoqiming.quming_6.6.1.apk
贝壳找房,com.lianjia.beike,租房买房,4.8,贝壳技术有限公司,3.02.51,5F4C0EED405BD71EA3FFFD85990D4399,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5F4C0EED405BD71EA3FFFD85990D4399.apk?fsname=com.lianjia.beike_3.02.51.apk
企查查,com.android.icredit,信息查询,4.9,企查查科技股份有限公司,18.5.0,804E1A287F67F550F2E6FFEF27F4064A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/804E1A287F67F550F2E6FFEF27F4064A.apk?fsname=com.android.icredit_18.5.0.apk
中信银行动卡空间,com.citiccard.mobilebank,手机银行,4.5,中信银行股份有限公司信用卡中心,11.1.1,A64041AC1AB32786B3B2D26C9A29FEAC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A64041AC1AB32786B3B2D26C9A29FEAC.apk?fsname=com.citiccard.mobilebank_11.1.1.apk
233乐园,com.meta.box,游戏社区,3.0,北京龙威互动科技有限公司,4.60.0.0-4599769,1FBAD523C00A73C3633E02F6B0DC4EFA,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1FBAD523C00A73C3633E02F6B0DC4EFA.apk?fsname=com.meta.box_4.60.0.0-4599769.apk
BOSS直聘,com.hpbr.bosszhipin,全职招聘,4.0,北京华品博睿网络技术有限公司,12.230,EC52009FD4D6CE215D2E94F358E5B1F8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/EC52009FD4D6CE215D2E94F358E5B1F8.apk?fsname=com.hpbr.bosszhipin_12.230.apk
云集,com.imaginer.yunji,返利,4.3,浙江集享电子商务有限公司,4.10.12133,E52E72FDF27D7DDEBB8CB2897A4849A6,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E52E72FDF27D7DDEBB8CB2897A4849A6.apk?fsname=com.imaginer.yunji_4.10.12133.apk
OneNote,com.microsoft.office.onenote,备忘录/笔记,3.2,Microsoft,16.0.17928.20098,B8CEF360B957CB191FD8A5B17DD02051,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/B8CEF360B957CB191FD8A5B17DD02051.apk?fsname=com.microsoft.office.onenote_16.0.17928.20098.apk
爱看书免费小说,com.mianfeia.book,电子书城,4.9,北京中文万维科技有限公司,8.2.0,E6BFFA03A7BBCA3D777D463A836B4358,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E6BFFA03A7BBCA3D777D463A836B4358.apk?fsname=com.mianfeia.book_8.2.0.apk
2345浏览器,com.browser2345,手机浏览器,4.6,上海二三四五移动科技有限公司,16.1.6,94130B7D5E08FFB081DAEC251EE3486B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/94130B7D5E08FFB081DAEC251EE3486B.apk?fsname=com.browser2345_16.1.6.apk
爱听,com.imusic.iting,在线音乐,4.6,天翼爱音乐文化科技有限公司,5.8.2,3AE6479A7EF8F203470FCE881B5CEEEC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3AE6479A7EF8F203470FCE881B5CEEEC.apk?fsname=com.imusic.iting_5.8.2.apk
狼人杀,com.c2vl.kgamebox,好友社交,4.4,上海假面科技网络有限公司,3.9.7,A512ECA2F0743C7F6CE3D86468C52C87,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A512ECA2F0743C7F6CE3D86468C52C87.apk?fsname=com.c2vl.kgamebox_3.9.7.apk
驾考宝典科目二,jiakaokeer.app.good,驾考培训,5.0,武汉木仓科技股份有限公司,2.1.16,3FA4A3C9696077455197827F60569696,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3FA4A3C9696077455197827F60569696.apk?fsname=jiakaokeer.app.good_2.1.16.apk
百度阅读,com.baidu.yuedu,电子书城,4.5,北京百度网讯科技有限公司,8.0.0.8,727D0C1B521A9AFD5B400B1D2A561DEB,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/727D0C1B521A9AFD5B400B1D2A561DEB.apk?fsname=com.baidu.yuedu_8.0.0.8.apk
咕咚,com.codoon.gps,跑步/走路计步,4.6,成都乐动信息技术有限公司,10.47.0,10DF2D80C8892906102A686082ADCCFC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/10DF2D80C8892906102A686082ADCCFC.apk?fsname=com.codoon.gps_10.47.0.apk
宝宝巴士奇妙屋,com.sinyee.babybus.talk2kiki,启蒙早教,4.6,宝宝巴士股份有限公司,9.82.31.10,DD3FB5FF58393B1F2A9734E5C1B700D3,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DD3FB5FF58393B1F2A9734E5C1B700D3.apk?fsname=com.sinyee.babybus.talk2kiki_9.82.31.10.apk
驾考宝典科目三,jiakaokesan.app.good,驾考培训,5.0,武汉木仓科技股份有限公司,2.1.17,AC2BA31C3BA205C39A81910F0E576F3E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/AC2BA31C3BA205C39A81910F0E576F3E.apk?fsname=jiakaokesan.app.good_2.1.17.apk
百度文库,com.baidu.wenku,AI文章写作,3.8,北京百度网讯科技有限公司,9.1.70,3FE7469753E227B2B5893E510EFC58D9,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/3FE7469753E227B2B5893E510EFC58D9.apk?fsname=com.baidu.wenku_9.1.70.apk
微车,cn.buding.martin,违章查询,4.7,天津微车科技有限公司,8.6.3,697C3C19DCEF13F40F818653D16E5E7B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/697C3C19DCEF13F40F818653D16E5E7B.apk?fsname=cn.buding.martin_8.6.3.apk
驾考宝典科目一,cn.mucang.android.drivingsimulator,驾考培训,5.0,武汉木仓科技股份有限公司,2.3.18,1CE3C4037BEC44B0526CDAC1EECAAFFD,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/1CE3C4037BEC44B0526CDAC1EECAAFFD.apk?fsname=cn.mucang.android.drivingsimulator_2.3.18.apk
安全守护,org.zywx.wbpalmstar.widgetone.uexaaagg10001,定位追踪,4.9,深圳市安全守护科技有限公司,5.2.9,7E2C3C771C2BFD1F5192F29EE26D2405,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7E2C3C771C2BFD1F5192F29EE26D2405.apk?fsname=org.zywx.wbpalmstar.widgetone.uexaaagg10001_5.2.9.apk
他趣,com.xingjiabi.shengsheng,两性社区,4.7,湖北海豹他趣信息技术有限公司,8.2.5.5,BC3E3211E96D04622EA0FAEB03D6690A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BC3E3211E96D04622EA0FAEB03D6690A.apk?fsname=com.xingjiabi.shengsheng_8.2.5.5.apk
秀色直播,com.showself.ui,真人娱乐直播,4.9,北京思享时光科技有限公司,9.2.9,E62D8886323484D656ED54A647F02989,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E62D8886323484D656ED54A647F02989.apk?fsname=com.showself.ui_9.2.9.apk
一喂顺风车,com.sxm.yiwei,租车用车,4.9,杭州一喂智能科技有限公司,9.2.9,ECF292381E38B323B3C671C2BC8FF700,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/ECF292381E38B323B3C671C2BC8FF700.apk?fsname=com.sxm.yiwei_9.2.9.apk
新湖期货开户交易,com.xinhu.futures,股票,5.0,新湖期货股份有限公司,3.2.0,02C8E3A6D96B86D127677CADE80330DC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/02C8E3A6D96B86D127677CADE80330DC.apk?fsname=com.xinhu.futures_3.2.0.apk
地铁查询宝,com.easy.subway,公交地铁,4.9,磐硕软件技术（厦门）有限公司,1.1.6,C7AA24E3A9A25D32AF3F4BA32E6184A5,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C7AA24E3A9A25D32AF3F4BA32E6184A5.apk?fsname=com.easy.subway_1.1.6.apk
手机录音管家,com.koudai.recorder,录音,4.8,厦门木之易科技有限公司,1.3.4,63CB0BF70D7624BCEB456BCF2AA5C162,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/63CB0BF70D7624BCEB456BCF2AA5C162.apk?fsname=com.koudai.recorder_1.3.4.apk
英语趣配音,com.ishowedu.peiyin,英语学习,4.7,杭州菲助科技有限公司,7.97.2,06DF00D53650A2D8E7C4691A4C450A87,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/06DF00D53650A2D8E7C4691A4C450A87.apk?fsname=com.ishowedu.peiyin_7.97.2.apk
漫画台,com.comic.manhuatai,漫画,4.9,鄂州漫画台动漫有限公司,3.4.9,415FF3765FF41CFAC6B6B82A9B8AC19E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/415FF3765FF41CFAC6B6B82A9B8AC19E.apk?fsname=com.comic.manhuatai_3.4.9.apk
有道翻译官,com.youdao.translator,AI教育学习,4.8,网易有道信息技术（北京）有限公司,4.1.44,5FBE15959CA017F6F0088611F1D36E72,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5FBE15959CA017F6F0088611F1D36E72.apk?fsname=com.youdao.translator_4.1.44.apk
天气王,com.king.weather,天气,5.0,掌丰科技（厦门）有限公司,5.3.0,D3D8A1A4C4A71C3B51DE977B39816128,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/D3D8A1A4C4A71C3B51DE977B39816128.apk?fsname=com.king.weather_5.3.0.apk
Blued,com.soft.blued,同性交友,4.9,北京蓝城兄弟文化传媒有限公司,7.33.2,7F69C4F2B72CC0E3051BCD13F4CD49B7,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7F69C4F2B72CC0E3051BCD13F4CD49B7.apk?fsname=com.soft.blued_7.33.2.apk
人人直播,com.renren.mobile.android,真人娱乐直播,4.1,北京斗牛士文化传媒有限公司,10.5.1,EE11DBF021E4E4B2EDDC58CBD12D903B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/EE11DBF021E4E4B2EDDC58CBD12D903B.apk?fsname=com.renren.mobile.android_10.5.1.apk
创元期货,com.hundsun.stockwinner.cyqh,期货,5.0,创元期货股份有限公司,7.1.3.1,2EFA444F9680947AA56A31E91ED8DE80,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2EFA444F9680947AA56A31E91ED8DE80.apk?fsname=com.hundsun.stockwinner.cyqh_7.1.3.1.apk
大姨妈,com.yoloho.dayima,经期护理,4.9,北京康智乐思网络科技有限公司,8.9.5,5F6DADF254AD0EB1321B50FC560DE089,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5F6DADF254AD0EB1321B50FC560DE089.apk?fsname=com.yoloho.dayima_8.9.5.apk
Wearfit Pro,com.wakeup.howear,健康知识,4.8,深圳市微克科技,zh_5.5.7,743BE260461C6D734BC7FDEDEB0E071A,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/743BE260461C6D734BC7FDEDEB0E071A.apk?fsname=com.wakeup.howear_zh_5.5.7.apk
番茄动态壁纸,com.easy.wallpaper,壁纸,4.8,厦门赤辉科技有限公司,1.3.4,4B42606CC735FCE814E062FCB9696C67,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4B42606CC735FCE814E062FCB9696C67.apk?fsname=com.easy.wallpaper_1.3.4.apk
斗米,com.doumi.jianzhi,全职招聘,4.2,北京世诚优聘科技发展有限公司,6.9.32,7535216BB372BECE16AEA546AFF76D47,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7535216BB372BECE16AEA546AFF76D47.apk?fsname=com.doumi.jianzhi_6.9.32.apk
货车帮司机,com.wlqq,商家工具,5.0,贵阳货车帮科技有限公司,8.82.17,72F330B2626B94E89BB6A00E4575CE23,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/72F330B2626B94E89BB6A00E4575CE23.apk?fsname=com.wlqq_8.82.17.apk
东北证券融e通,com.dbscgeneral,基金,5.0,东北证券股份有限公司,6.4.5,2914B9C4EDFB0DD2357B667184FDFC79,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2914B9C4EDFB0DD2357B667184FDFC79.apk?fsname=com.dbscgeneral_6.4.5.apk
TT语音,com.yiyou.ga,兴趣社区,4.6,广州趣丸网络科技有限公司,6.59.3-18471,BB20704C4D939D81D24D5C214A4606A1,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/BB20704C4D939D81D24D5C214A4606A1.apk?fsname=com.yiyou.ga_6.59.3-18471.apk
连信,com.zenmen.palmchat,匿名/陌生人,4.3,浙江简信科技有限公司,6.18.901.1,9C8EC5D1CA6A6EF0CEE9D62C30342DAE,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/9C8EC5D1CA6A6EF0CEE9D62C30342DAE.apk?fsname=com.zenmen.palmchat_6.18.901.1.apk
空调万能遥控赤辉,com.universal.control,遥控器,3.1,厦门赤辉科技有限公司,1.4.1,2EC6423FB398234B96D02E3ABF5174B8,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2EC6423FB398234B96D02E3ABF5174B8.apk?fsname=com.universal.control_1.4.1.apk
同桌派对,com.tongzhuo.tongzhuogame,代练陪玩,4.0,北京同桌游戏科技有限公司,8.6.1,7F058FCDFEB624A624DBE77CDC49DA13,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7F058FCDFEB624A624DBE77CDC49DA13.apk?fsname=com.tongzhuo.tongzhuogame_8.6.1.apk
酷狗铃声,com.kugou.android.ringtone,手机彩铃,4.8,广州酷狗计算机科技有限公司,7.5.0,11BA4A6172D0115BC4A4E35BE70C3602,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/11BA4A6172D0115BC4A4E35BE70C3602.apk?fsname=com.kugou.android.ringtone_7.5.0.apk
知富美聊,com.kangluoer.tomato,语音视频交友,5.0,深圳尤艾奇科技有限公司,1.3.7,417DAB03AF6414A287618F4B81BDF7E3,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/417DAB03AF6414A287618F4B81BDF7E3.apk?fsname=com.kangluoer.tomato_1.3.7.apk
Outlook,com.microsoft.office.outlook,邮箱,4.1,Microsoft,4.2447.2,83095DE2954C36DAEE930BE853F16787,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/83095DE2954C36DAEE930BE853F16787.apk?fsname=com.microsoft.office.outlook_4.2447.2.apk
应用汇,com.yingyonghui.market,应用商店,4.2,北京掌汇天下科技有限公司,2.1.65301,38F2BC15ABF40FE4AB516089DD16B72F,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/38F2BC15ABF40FE4AB516089DD16B72F.apk?fsname=com.yingyonghui.market_2.1.65301.apk
猿题库,com.fenbi.android.gaozhong,作业题库,4.7,北京猿力科技有限公司,9.35.1,007785B2286AAF04110C3D7CC0413D68,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/007785B2286AAF04110C3D7CC0413D68.apk?fsname=com.fenbi.android.gaozhong_9.35.1.apk
微博极速版,com.sina.weibolite,综合社区/论坛,3.7,微梦创科网络科技（中国）有限公司,13.0.1,A828FDA64199AD7FBCF1DA7754FC939B,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A828FDA64199AD7FBCF1DA7754FC939B.apk?fsname=com.sina.weibolite_13.0.1.apk
银河期货开户交易,com.qihuo.yinhe,期货,5.0,银河期货有限公司,4.0.7,B609E1F88E05AB63AF5FDD9685EAA596,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/B609E1F88E05AB63AF5FDD9685EAA596.apk?fsname=com.qihuo.yinhe_4.0.7.apk
安兔兔评测,com.antutu.ABenchMark,硬件配套控制工具,4.0,北京安兔兔科技有限公司,10.4.0,0BEE38C02C628CC3D864434F3B8AD16D,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0BEE38C02C628CC3D864434F3B8AD16D.apk?fsname=com.antutu.ABenchMark_10.4.0.apk
天天电视直播,org.fungo.fungolive,电视直播,4.4,珠海星动技术咨询有限公司,5.3.1,8BEC6217D5580DDE9D802FA31560D4E4,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/8BEC6217D5580DDE9D802FA31560D4E4.apk?fsname=org.fungo.fungolive_5.3.1.apk
安全守护2,com.tgelec.aqsh,定位追踪,4.8,深圳市安全守护科技有限公司,3.9.9,F8F364B881BDCE0FE4EAD8853D6B4D3C,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/F8F364B881BDCE0FE4EAD8853D6B4D3C.apk?fsname=com.tgelec.aqsh_3.9.9.apk
名片全能王,com.intsig.BizCardReader,名片印章,4.7,上海合合信息科技股份有限公司,8.17.2.20241217,74F9497D8BA0CC86F3A1EB44A8795002,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/74F9497D8BA0CC86F3A1EB44A8795002.apk?fsname=com.intsig.BizCardReader_8.17.2.20241217.apk
聊聊吧,com.sanmu.liaoliaoba,匿名/陌生人,5.0,深圳市三木森电子科技有限公司,2.4.7,7727BBCD48C007C0497B610E338CCF96,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/7727BBCD48C007C0497B610E338CCF96.apk?fsname=com.sanmu.liaoliaoba_2.4.7.apk
触电新闻,com.touchtv.touchtv,综合新闻,5.0,广东触电传媒科技有限公司,5.0.2,4E848D38BCBF57AC6A20B684CE074C1E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4E848D38BCBF57AC6A20B684CE074C1E.apk?fsname=com.touchtv.touchtv_5.0.2.apk
约你游,com.ezg.camper,汽车社区,5.0,湖南约你游旅游有限公司,7.7.6,A32AAE8793D0171C65EF785326C5F1DD,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A32AAE8793D0171C65EF785326C5F1DD.apk?fsname=com.ezg.camper_7.7.6.apk
路路通,com.lltskb.lltskb,火车票,4.2,铜山区路路通计算机软件工作室,5.1.5.20241221,86D507A342884566C02983E0E6C4A562,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/86D507A342884566C02983E0E6C4A562.apk?fsname=com.lltskb.lltskb_5.1.5.20241221.apk
直播吧,android.zhibo8,体育直播,4.5,厦门傲播网络科技有限公司,6.8.5,A8657930C53515EC1E25335BDA0ACD15,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A8657930C53515EC1E25335BDA0ACD15.apk?fsname=android.zhibo8_6.8.5.apk
班级优化大师,com.seewo.easicare.pro,教务管理,3.2,广州视睿电子科技有限公司,3.0.62,A13784A6C3E68C42383693D035A9294F,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/A13784A6C3E68C42383693D035A9294F.apk?fsname=com.seewo.easicare.pro_3.0.62.apk
融360,com.rong360.app,分期贷款,4.7,北京融三六零信息技术有限公司,4.6.6,51A31CD97A78BB156CB3662B6D46726E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/51A31CD97A78BB156CB3662B6D46726E.apk?fsname=com.rong360.app_4.6.6.apk
搜狐资讯,com.sohu.infonews,综合资讯,4.7,北京搜狐新媒体信息技术有限公司,5.5.17,5DC5A7A36DEDA56B517DDB1152501BB5,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/5DC5A7A36DEDA56B517DDB1152501BB5.apk?fsname=com.sohu.infonews_5.5.17.apk
魔力相册,com.xingluo.mpa,图库相册,4.1,厦门星罗网络科技有限公司,4.5.29,C2D43704AE98C3F7A70768FAF36E29BC,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C2D43704AE98C3F7A70768FAF36E29BC.apk?fsname=com.xingluo.mpa_4.5.29.apk
酷狗直播,com.kugou.fanxing,真人娱乐直播,4.5,广州酷狗计算机科技有限公司,6.86.00,613A614453AC8094EEF876117C7B0029,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/613A614453AC8094EEF876117C7B0029.apk?fsname=com.kugou.fanxing_6.86.00.apk
铁友火车票,com.tieyou.train.ark,火车票,4.7,上海顺途科技有限公司,10.8.6,ED752FED2DEC2B90AD972968D49E0949,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/ED752FED2DEC2B90AD972968D49E0949.apk?fsname=com.tieyou.train.ark_10.8.6.apk
一淘,com.taobao.etao,返利,4.7,浙江淘宝网络有限公司,9.41.6,884E4CA20236AAE86615C16BB7DAFD91,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/884E4CA20236AAE86615C16BB7DAFD91.apk?fsname=com.taobao.etao_9.41.6.apk
1号会员店,com.thestore.main,综合商城,4.3,上海京东才奥电子商务有限公司,8.7.16,C5ACB670286B7E2C4FA9F01BDFD68BDA,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/C5ACB670286B7E2C4FA9F01BDFD68BDA.apk?fsname=com.thestore.main_8.7.16.apk
乐嗨直播,com.lehai.ui,真人娱乐直播,5.0,北京乐嗨科技有限公司,3.9.2,949DF6402F550C3B86673144C42F9D84,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/949DF6402F550C3B86673144C42F9D84.apk?fsname=com.lehai.ui_3.9.2.apk
遥控精灵,com.tiqiaa.icontrol,遥控器,4.1,恬家（上海）信息科技有限公司,5.2.9,98CD92C6DA52C60AAB8F57B1362407BF,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/98CD92C6DA52C60AAB8F57B1362407BF.apk?fsname=com.tiqiaa.icontrol_5.2.9.apk
秘密直播,com.zhibo.mm,真人娱乐直播,5.0,深圳焰火虫科技有限公司,8.5.3,189111DAAD090166238858364E01AAE4,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/189111DAAD090166238858364E01AAE4.apk?fsname=com.zhibo.mm_8.5.3.apk
易经起名取名,com.appsys.goodname,运势测算,4.8,北京快乐猴科技有限公司,V3_0_92,2C46AC38093F42F1ECD5B41FDCB5CBCF,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/2C46AC38093F42F1ECD5B41FDCB5CBCF.apk?fsname=com.appsys.goodname_V3_0_92.apk
滴答出行,com.didago.travel,打车拼车,5.0,杭州滴答出行企业管理有限公司,8.2.9,784EC3E6D029F486EF53ACF9D344C30F,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/784EC3E6D029F486EF53ACF9D344C30F.apk?fsname=com.didago.travel_8.2.9.apk
分身大师,com.qihoo.magic,应用分身/多开,4.8,天津乐儿优科技有限公司,5.0.3,958E7ADA171B20DA8C144192E440BF86,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/958E7ADA171B20DA8C144192E440BF86.apk?fsname=com.qihoo.magic_5.0.3.apk
阿卡索口语秀,com.acadsoc.learn,英语学习,5.0,深圳市阿卡索资讯股份有限公司,5.8.1.2,DCF2E9ED0B07175705FAB2B3AE17613E,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/DCF2E9ED0B07175705FAB2B3AE17613E.apk?fsname=com.acadsoc.learn_5.8.1.2.apk
央视频,com.cctv.yangshipin.app.androidp,电视直播,3.5,中央广播电视总台,3.0.5.24115,E9FFF8C50A17E6895B28A433D62E06D6,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/E9FFF8C50A17E6895B28A433D62E06D6.apk?fsname=com.cctv.yangshipin.app.androidp_3.0.5.24115.apk
西瓜皮,com.enqualcomm.kids.cyp,定位追踪,3.4,深圳市研强物联技术有限公司,6.5.40,4F18E7BFE5AFF00F32D6A1DC8D512C75,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/4F18E7BFE5AFF00F32D6A1DC8D512C75.apk?fsname=com.enqualcomm.kids.cyp_6.5.40.apk
豆瓣,com.douban.frodo,兴趣社区,3.0,北京豆网科技有限公司,7.89.0,6F25814FFC57908854414623E04B34AA,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/6F25814FFC57908854414623E04B34AA.apk?fsname=com.douban.frodo_7.89.0.apk
好省,com.xiaoshijie.sqb,返利,4.7,杭州嘉洁网络科技有限公司,5.7.7.0,CFFD43AEBCB75F91DEB14F4EFACAB174,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/CFFD43AEBCB75F91DEB14F4EFACAB174.apk?fsname=com.xiaoshijie.sqb_5.7.7.0.apk
叫叫,com.shusheng.JoJoRead,儿童绘本故事,5.0,成都书声科技有限公司,1.98.0,296D1C1152C7D656FEFAD1763597B0B3,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/296D1C1152C7D656FEFAD1763597B0B3.apk?fsname=com.shusheng.JoJoRead_1.98.0.apk
运满满司机,com.xiwei.logistics,司机接单助手,5.0,江苏满运软件科技有限公司,8.82.17.0,CE2E511F7DD92B54F253C105B209994F,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/CE2E511F7DD92B54F253C105B209994F.apk?fsname=com.xiwei.logistics_8.82.17.0.apk
东方财富,com.eastmoney.android.berlin,股票,4.7,东方财富信息股份有限公司,10.23.10,0AEB40EFB8DDF68BD962E9D1EFAA9102,https://imtt2.dd.qq.com/sjy.00009/sjy.00004/16891/apk/0AEB40EFB8DDF68BD962E9D1EFAA9102.apk?fsname=com.eastmoney.android.berlin_10.23.10.apk
